archivo_origen,año,bodega,categoria_busqueda,categoria_calidad,descuento,disponibilidad,nombre_completo,nombre_vino,num_reviews,pagina,posicion,posicion_global,posicion_pagina,precio_eur,precio_original,rating,region,session_id,timestamp,tipo_vino,url
vivino_scraping_multipagina_20250716_124744.csv,2019.0,Valquejigoso Carpetano,,Great Value,,Disponible,"ValquejigosoCarpetano Garnacha 2019Madrid,EspañaGreat Value4,1147 valoraciones14,95 €",,7.0,1.0,,1.0,19.0,14.95,,4.114,Madrid,20250716_124554,2025-07-16 12:46:18,Tinto,https://www.vivino.com/valquejigoso-carpetano-garnacha/w/11316262?year=2019&price_id=31843204
vivino_scraping_multipagina_20250716_124744.csv,2023.0,Reventón La,,,,Disponible,"El ReventónLa Reina 2023Madrid,España4,1119 valoraciones33 €",,9.0,1.0,,1.0,20.0,33.0,,4.111,Madrid,20250716_124554,2025-07-16 12:46:18,Tinto,https://www.vivino.com/el-reventon-la-reina/w/12148142?year=2023&price_id=38750047
vivino_scraping_multipagina_20250716_124744.csv,2021.0,Bodegas,,Good Value,,Disponible,"Bodegas FrontonioSupersónico Garnacha 2021Valdejalón,EspañaGood Value4,196 valoraciones27,15 €",,6.0,1.0,,1.0,21.0,27.15,,4.19,Valdejalón,20250716_124554,2025-07-16 12:46:18,Tinto,https://www.vivino.com/frontonio-supersonico-garnacha/w/4968370?year=2021&price_id=36112974
vivino_scraping_multipagina_20250716_124744.csv,2022.0,Borsao,,Great Value,,Disponible,"Borsao BodegasTres Picos Garnacha 2022Campo de Borja,EspañaGreat Value4,172 valoraciones13,35 €",,2.0,1.0,,1.0,22.0,13.35,,4.17,Campo de Borja,20250716_124554,2025-07-16 12:46:18,Tinto,https://www.vivino.com/borsao-bodegas-tres-picos-garnacha/w/35374?year=2022&price_id=38974679
vivino_scraping_multipagina_20250716_124744.csv,2022.0,Aseginolaza,,Good Value,,Disponible,"Aseginolaza & LeundaCuvée Las Santas 2022Navarra,EspañaGood Value4,1128 valoraciones22,35 €",,8.0,1.0,,1.0,23.0,22.35,,4.112,Navarra,20250716_124554,2025-07-16 12:46:18,Tinto,https://www.vivino.com/aseginolaza-leunda-cuvee-las-santas/w/9648325?year=2022&price_id=37563720
vivino_scraping_multipagina_20250716_124744.csv,2019.0,Herència,,Good Value,,Disponible,"Herència AltésLa Xalamera 2019Terra Alta,EspañaGood Value4,153 valoraciones29,90 €",,3.0,1.0,,1.0,24.0,29.9,,4.15,Terra Alta,20250716_124554,2025-07-16 12:46:18,Tinto,https://www.vivino.com/herencia-altes-la-xalamera-terra-alta/w/6170276?year=2019&price_id=36324678
vinos_blancos_generados_20250717_122456.csv,2023.0,Mustiguillo,Moscatel_Empordà,Good Value,,Disponible,"Mustiguillo Moscatel 2023 Empordà, España Frutal 4.15",Mustiguillo Moscatel,1358.0,1.0,1.0,1.0,2.0,28.45,,4.15,Empordà,20250717_122456,2025-07-17 12:24:56,Blanco,https://www.vivino.com/mustiguillo-moscatel/w/962905?year=2023
vinos_blancos_generados_20250717_122456.csv,2019.0,Castro Martín,Sauvignon Blanc_Valdeorras,Average,,Disponible,"Castro Martín Sauvignon Blanc 2019 Valdeorras, España Joven 3.91",Castro Martín Sauvignon Blanc,910.0,1.0,2.0,2.0,3.0,16.36,,3.91,Valdeorras,20250717_122456,2025-07-17 12:24:56,Blanco,https://www.vivino.com/castro-martín-sauvignon blanc/w/785088?year=2019
vinos_blancos_generados_20250717_122456.csv,2018.0,Cuatro Rayas,Pedro Ximénez_Empordà,Good Value,,Disponible,"Cuatro Rayas Pedro Ximénez 2018 Empordà, España Frutal 4.05",Cuatro Rayas Pedro Ximénez,1850.0,1.0,3.0,3.0,4.0,15.89,,4.05,Empordà,20250717_122456,2025-07-17 12:24:56,Blanco,https://www.vivino.com/cuatro-rayas-pedro ximénez/w/364145?year=2018
vinos_blancos_generados_20250717_122456.csv,2021.0,Marqués de Griñón,Macabeo_Valencia,Exceptional,,Disponible,"Marqués de Griñón Macabeo 2021 Valencia, España Frescura atlántica 4.59",Marqués de Griñón Macabeo,853.0,1.0,4.0,4.0,5.0,21.67,,4.59,Valencia,20250717_122456,2025-07-17 12:24:56,Blanco,https://www.vivino.com/marqués-de-grinón-macabeo/w/167984?year=2021
vinos_blancos_generados_20250717_122456.csv,2018.0,Pazo de Villarei,Moscatel_Valdeorras,Great Value,,Disponible,"Pazo de Villarei Moscatel 2018 Valdeorras, España Cítrico 4.4",Pazo de Villarei Moscatel,695.0,1.0,5.0,5.0,6.0,21.95,,4.4,Valdeorras,20250717_122456,2025-07-17 12:24:56,Blanco,https://www.vivino.com/pazo-de-villarei-moscatel/w/423850?year=2018
vinos_blancos_generados_20250717_122456.csv,2021.0,Marqués de Riscal Sauvignon,Treixadura_Jumilla,Average,,Disponible,"Marqués de Riscal Sauvignon Treixadura 2021 Jumilla, España Equilibrado 3.91",Marqués de Riscal Sauvignon Treixadura,1117.0,1.0,6.0,6.0,7.0,12.6,,3.91,Jumilla,20250717_122456,2025-07-17 12:24:56,Blanco,https://www.vivino.com/marqués-de-riscal-sauvignon-treixadura/w/760589?year=2021
vinos_blancos_generados_20250717_122456.csv,2021.0,Menade,Parellada_Ribeiro,Great Value,,Disponible,"Menade Parellada 2021 Ribeiro, España Complejo 4.44",Menade Parellada,207.0,1.0,7.0,7.0,8.0,17.32,,4.44,Ribeiro,20250717_122456,2025-07-17 12:24:56,Blanco,https://www.vivino.com/menade-parellada/w/387681?year=2021
vinos_blancos_generados_20250717_122456.csv,2018.0,La Val,Viura_Empordà,Good Value,,Disponible,"La Val Viura 2018 Empordà, España Joven 4.03",La Val Viura,1298.0,1.0,8.0,8.0,9.0,29.75,,4.03,Empordà,20250717_122456,2025-07-17 12:24:56,Blanco,https://www.vivino.com/la-val-viura/w/261587?year=2018
vinos_blancos_generados_20250717_122456.csv,2023.0,Valdesil,Chardonnay_Penedès,Great Value,,Disponible,"Valdesil Chardonnay 2023 Penedès, España Crianza sobre lías 4.39",Valdesil Chardonnay,1547.0,1.0,9.0,9.0,10.0,27.53,,4.39,Penedès,20250717_122456,2025-07-17 12:24:56,Blanco,https://www.vivino.com/valdesil-chardonnay/w/750445?year=2023
vinos_blancos_generados_20250717_122456.csv,2018.0,Granbazan,Pedro Ximénez_Valencia,Average,,Disponible,"Granbazan Pedro Ximénez 2018 Valencia, España Mineral 3.91",Granbazan Pedro Ximénez,349.0,1.0,10.0,10.0,11.0,29.39,,3.91,Valencia,20250717_122456,2025-07-17 12:24:56,Blanco,https://www.vivino.com/granbazan-pedro ximénez/w/629223?year=2018
vinos_blancos_generados_20250717_122456.csv,2019.0,Gramona,Sauvignon Blanc_Conca de Barberà,Average,,Disponible,"Gramona Sauvignon Blanc 2019 Conca de Barberà, España Intenso 3.98",Gramona Sauvignon Blanc,500.0,1.0,11.0,11.0,12.0,17.58,,3.98,Conca de Barberà,20250717_122456,2025-07-17 12:24:56,Blanco,https://www.vivino.com/gramona-sauvignon blanc/w/812749?year=2019
vinos_blancos_generados_20250717_122456.csv,2022.0,Granbazan,Godello_Conca de Barberà,Great Value,,Disponible,"Granbazan Godello 2022 Conca de Barberà, España Cítrico 4.34",Granbazan Godello,1444.0,1.0,12.0,12.0,13.0,26.89,,4.34,Conca de Barberà,20250717_122456,2025-07-17 12:24:56,Blanco,https://www.vivino.com/granbazan-godello/w/195784?year=2022
vinos_blancos_generados_20250717_122456.csv,2019.0,Pazo Baión,Viura_Rueda,Great Value,,Disponible,"Pazo Baión Viura 2019 Rueda, España Joven 4.33",Pazo Baión Viura,1893.0,1.0,13.0,13.0,14.0,19.99,,4.33,Rueda,20250717_122456,2025-07-17 12:24:56,Blanco,https://www.vivino.com/pazo-baión-viura/w/561561?year=2019
vinos_blancos_generados_20250717_122456.csv,2020.0,Rafael Palacios,Gewürztraminer_Calatayud,Exceptional,,Disponible,"Rafael Palacios Gewürztraminer 2020 Calatayud, España Delicado 4.61",Rafael Palacios Gewürztraminer,1611.0,1.0,14.0,14.0,15.0,24.33,,4.61,Calatayud,20250717_122456,2025-07-17 12:24:56,Blanco,https://www.vivino.com/rafael-palacios-gewürztraminer/w/591350?year=2020
vinos_blancos_generados_20250717_122456.csv,2023.0,Hermanos Lurton,Macabeo_Alella,Great Value,,Disponible,"Hermanos Lurton Macabeo 2023 Alella, España Fermentado en barrica 4.44",Hermanos Lurton Macabeo,149.0,1.0,15.0,15.0,16.0,21.43,,4.44,Alella,20250717_122456,2025-07-17 12:24:56,Blanco,https://www.vivino.com/hermanos-lurton-macabeo/w/403111?year=2023
vinos_blancos_generados_20250717_122456.csv,2018.0,Belondrade y Lurton,Tempranillo Blanco_Penedès,Exceptional,,Disponible,"Belondrade y Lurton Tempranillo Blanco 2018 Penedès, España Fermentado en barrica 4.8",Belondrade y Lurton Tempranillo Blanco,279.0,1.0,16.0,16.0,17.0,10.76,,4.8,Penedès,20250717_122456,2025-07-17 12:24:56,Blanco,https://www.vivino.com/belondrade-y-lurton-tempranillo blanco/w/348970?year=2018
vinos_blancos_generados_20250717_122456.csv,2020.0,Gramona,Sauvignon Blanc_Jumilla,Good Value,,Disponible,"Gramona Sauvignon Blanc 2020 Jumilla, España Joven 4.08",Gramona Sauvignon Blanc,1940.0,1.0,17.0,17.0,18.0,20.51,,4.08,Jumilla,20250717_122456,2025-07-17 12:24:56,Blanco,https://www.vivino.com/gramona-sauvignon blanc/w/431686?year=2020
vinos_blancos_generados_20250717_122456.csv,2020.0,Terras Gauda,Viura_Monterrei,Good Value,,Disponible,"Terras Gauda Viura 2020 Monterrei, España Frutal 4.0",Terras Gauda Viura,1735.0,1.0,18.0,18.0,19.0,28.56,,4.0,Monterrei,20250717_122456,2025-07-17 12:24:56,Blanco,https://www.vivino.com/terras-gauda-viura/w/122315?year=2020
vinos_blancos_generados_20250717_122456.csv,2022.0,As Laxas,Macabeo_Conca de Barberà,Exceptional,,Disponible,"As Laxas Macabeo 2022 Conca de Barberà, España Complejo 4.53",As Laxas Macabeo,1327.0,1.0,19.0,19.0,20.0,10.19,,4.53,Conca de Barberà,20250717_122456,2025-07-17 12:24:56,Blanco,https://www.vivino.com/as-laxas-macabeo/w/481904?year=2022
vinos_blancos_generados_20250717_122456.csv,2022.0,Pazo de Casanova,Tempranillo Blanco_Empordà,Average,,Disponible,"Pazo de Casanova Tempranillo Blanco 2022 Empordà, España Delicado 3.97",Pazo de Casanova Tempranillo Blanco,542.0,1.0,20.0,20.0,21.0,21.72,,3.97,Empordà,20250717_122456,2025-07-17 12:24:56,Blanco,https://www.vivino.com/pazo-de-casanova-tempranillo blanco/w/870716?year=2022
vinos_blancos_generados_20250717_122456.csv,2019.0,Codorníu,Gewürztraminer_Monterrei,Great Value,,Disponible,"Codorníu Gewürztraminer 2019 Monterrei, España Equilibrado 4.49",Codorníu Gewürztraminer,1858.0,1.0,21.0,21.0,22.0,24.17,,4.49,Monterrei,20250717_122456,2025-07-17 12:24:56,Blanco,https://www.vivino.com/codorníu-gewürztraminer/w/940076?year=2019
vinos_blancos_generados_20250717_122456.csv,2018.0,Emilio Rojo,Sauvignon Blanc_Rioja,Good Value,,Disponible,"Emilio Rojo Sauvignon Blanc 2018 Rioja, España Frutal 4.03",Emilio Rojo Sauvignon Blanc,370.0,1.0,22.0,22.0,23.0,43.59,,4.03,Rioja,20250717_122456,2025-07-17 12:24:56,Blanco,https://www.vivino.com/emilio-rojo-sauvignon blanc/w/389900?year=2018
vinos_blancos_generados_20250717_122456.csv,2018.0,Verdejo José Pariente,Macabeo_Alicante,Exceptional,,Disponible,"Verdejo José Pariente Macabeo 2018 Alicante, España Intenso 4.66",Verdejo José Pariente Macabeo,1988.0,1.0,23.0,23.0,24.0,23.03,,4.66,Alicante,20250717_122456,2025-07-17 12:24:56,Blanco,https://www.vivino.com/verdejo-josé-pariente-macabeo/w/550848?year=2018
vinos_blancos_generados_20250717_122456.csv,2022.0,Protos Verdejo,Gewürztraminer_Empordà,Exceptional,,Disponible,"Protos Verdejo Gewürztraminer 2022 Empordà, España Expresivo 4.77",Protos Verdejo Gewürztraminer,1225.0,2.0,24.0,24.0,1.0,18.89,,4.77,Empordà,20250717_122456,2025-07-17 12:24:56,Blanco,https://www.vivino.com/protos-verdejo-gewürztraminer/w/534760?year=2022
vinos_blancos_generados_20250717_122456.csv,2022.0,Enrique Mendoza,Pedro Ximénez_Cava,Exceptional,,Disponible,"Enrique Mendoza Pedro Ximénez 2022 Cava, España Cítrico 4.8",Enrique Mendoza Pedro Ximénez,949.0,2.0,25.0,25.0,2.0,9.63,,4.8,Cava,20250717_122456,2025-07-17 12:24:56,Blanco,https://www.vivino.com/enrique-mendoza-pedro ximénez/w/341637?year=2022
vinos_blancos_generados_20250717_122456.csv,2021.0,Artadi Viñas de Gain,Chardonnay_Monterrei,Good Value,,Disponible,"Artadi Viñas de Gain Chardonnay 2021 Monterrei, España Cítrico 4.09",Artadi Viñas de Gain Chardonnay,612.0,2.0,26.0,26.0,3.0,21.66,,4.09,Monterrei,20250717_122456,2025-07-17 12:24:56,Blanco,https://www.vivino.com/artadi-vinas-de-gain-chardonnay/w/727554?year=2021
vinos_blancos_generados_20250717_122456.csv,2018.0,Sumarroca,Xarel·lo_Rías Baixas,Exceptional,,Disponible,"Sumarroca Xarel·lo 2018 Rías Baixas, España Equilibrado 4.58",Sumarroca Xarel·lo,1049.0,2.0,27.0,27.0,4.0,31.18,,4.58,Rías Baixas,20250717_122456,2025-07-17 12:24:56,Blanco,https://www.vivino.com/sumarroca-xarel·lo/w/830625?year=2018
vinos_blancos_generados_20250717_122456.csv,2022.0,Pazo de Señoráns,Treixadura_Alicante,Average,,Disponible,"Pazo de Señoráns Treixadura 2022 Alicante, España Floral 3.99",Pazo de Señoráns Treixadura,567.0,2.0,28.0,28.0,5.0,11.17,,3.99,Alicante,20250717_122456,2025-07-17 12:24:56,Blanco,https://www.vivino.com/pazo-de-senoráns-treixadura/w/425544?year=2022
vinos_blancos_generados_20250717_122456.csv,2019.0,Burgáns,Treixadura_Somontano,Great Value,,Disponible,"Burgáns Treixadura 2019 Somontano, España Fermentado en barrica 4.46",Burgáns Treixadura,80.0,2.0,29.0,29.0,6.0,10.48,,4.46,Somontano,20250717_122456,2025-07-17 12:24:56,Blanco,https://www.vivino.com/burgáns-treixadura/w/408674?year=2019
vinos_blancos_generados_20250717_122456.csv,2021.0,Pazo de Casanova,Viura_Rueda,Exceptional,,Disponible,"Pazo de Casanova Viura 2021 Rueda, España Delicado 4.72",Pazo de Casanova Viura,1111.0,2.0,30.0,30.0,7.0,19.94,,4.72,Rueda,20250717_122456,2025-07-17 12:24:56,Blanco,https://www.vivino.com/pazo-de-casanova-viura/w/661254?year=2021
vinos_blancos_generados_20250717_122456.csv,2021.0,Palacio de Bornos,Sauvignon Blanc_Navarra,Good Value,,Disponible,"Palacio de Bornos Sauvignon Blanc 2021 Navarra, España Cítrico 4.14",Palacio de Bornos Sauvignon Blanc,173.0,2.0,31.0,31.0,8.0,24.91,,4.14,Navarra,20250717_122456,2025-07-17 12:24:56,Blanco,https://www.vivino.com/palacio-de-bornos-sauvignon blanc/w/248171?year=2021
vinos_blancos_generados_20250717_122456.csv,2018.0,Granbazan,Tempranillo Blanco_Penedès,Exceptional,,Disponible,"Granbazan Tempranillo Blanco 2018 Penedès, España Frutal 4.72",Granbazan Tempranillo Blanco,1388.0,2.0,32.0,32.0,9.0,23.17,,4.72,Penedès,20250717_122456,2025-07-17 12:24:56,Blanco,https://www.vivino.com/granbazan-tempranillo blanco/w/699512?year=2018
vinos_blancos_generados_20250717_122456.csv,2019.0,Jean Leon Chardonnay,Xarel·lo_Alicante,Exceptional,,Disponible,"Jean Leon Chardonnay Xarel·lo 2019 Alicante, España Joven 4.75",Jean Leon Chardonnay Xarel·lo,1210.0,2.0,33.0,33.0,10.0,18.1,,4.75,Alicante,20250717_122456,2025-07-17 12:24:56,Blanco,https://www.vivino.com/jean-leon-chardonnay-xarel·lo/w/371429?year=2019
vinos_blancos_generados_20250717_122456.csv,2019.0,Triay,Sauvignon Blanc_Empordà,Average,,Disponible,"Triay Sauvignon Blanc 2019 Empordà, España Mineral 3.92",Triay Sauvignon Blanc,348.0,2.0,34.0,34.0,11.0,19.58,,3.92,Empordà,20250717_122456,2025-07-17 12:24:56,Blanco,https://www.vivino.com/triay-sauvignon blanc/w/405275?year=2019
vinos_blancos_generados_20250717_122456.csv,2023.0,Verdejo José Pariente,Tempranillo Blanco_Valencia,Average,,Disponible,"Verdejo José Pariente Tempranillo Blanco 2023 Valencia, España Fermentado en barrica 3.85",Verdejo José Pariente Tempranillo Blanco,1904.0,2.0,35.0,35.0,12.0,15.0,,3.85,Valencia,20250717_122456,2025-07-17 12:24:56,Blanco,https://www.vivino.com/verdejo-josé-pariente-tempranillo blanco/w/893445?year=2023
vinos_blancos_generados_20250717_122456.csv,2020.0,Naia,Albariño_Rueda,Great Value,,Disponible,"Naia Albariño 2020 Rueda, España Equilibrado 4.4",Naia Albariño,1273.0,2.0,36.0,36.0,13.0,11.33,,4.4,Rueda,20250717_122456,2025-07-17 12:24:56,Blanco,https://www.vivino.com/naia-albariño/w/318960?year=2020
vinos_blancos_generados_20250717_122456.csv,2020.0,Condes de Albarei,Pedro Ximénez_Rías Baixas,Great Value,,Disponible,"Condes de Albarei Pedro Ximénez 2020 Rías Baixas, España Crianza sobre lías 4.44",Condes de Albarei Pedro Ximénez,74.0,2.0,37.0,37.0,14.0,43.07,,4.44,Rías Baixas,20250717_122456,2025-07-17 12:24:56,Blanco,https://www.vivino.com/condes-de-albarei-pedro ximénez/w/382443?year=2020
vinos_blancos_generados_20250717_122456.csv,2022.0,Torres Waltraud,Macabeo_Alicante,Exceptional,,Disponible,"Torres Waltraud Macabeo 2022 Alicante, España Cítrico 4.68",Torres Waltraud Macabeo,1104.0,2.0,38.0,38.0,15.0,11.78,,4.68,Alicante,20250717_122456,2025-07-17 12:24:56,Blanco,https://www.vivino.com/torres-waltraud-macabeo/w/283259?year=2022
vinos_blancos_generados_20250717_122456.csv,2018.0,Mustiguillo,Viura_Navarra,Good Value,,Disponible,"Mustiguillo Viura 2018 Navarra, España Mineral 4.01",Mustiguillo Viura,1078.0,2.0,39.0,39.0,16.0,25.0,,4.01,Navarra,20250717_122456,2025-07-17 12:24:56,Blanco,https://www.vivino.com/mustiguillo-viura/w/848098?year=2018
vinos_blancos_generados_20250717_122456.csv,2023.0,Hermanos Lurton,Godello_Valencia,Exceptional,,Disponible,"Hermanos Lurton Godello 2023 Valencia, España Elegante 4.58",Hermanos Lurton Godello,1581.0,2.0,40.0,40.0,17.0,26.5,,4.58,Valencia,20250717_122456,2025-07-17 12:24:56,Blanco,https://www.vivino.com/hermanos-lurton-godello/w/235377?year=2023
vinos_blancos_generados_20250717_122456.csv,2020.0,Casa Sicilia,Treixadura_Conca de Barberà,Exceptional,,Disponible,"Casa Sicilia Treixadura 2020 Conca de Barberà, España Intenso 4.62",Casa Sicilia Treixadura,1545.0,2.0,41.0,41.0,18.0,18.99,,4.62,Conca de Barberà,20250717_122456,2025-07-17 12:24:56,Blanco,https://www.vivino.com/casa-sicilia-treixadura/w/812803?year=2020
vinos_blancos_generados_20250717_122456.csv,2019.0,Marqués de Riscal Sauvignon,Treixadura_Ribeiro,Good Value,,Disponible,"Marqués de Riscal Sauvignon Treixadura 2019 Ribeiro, España Frescura atlántica 4.08",Marqués de Riscal Sauvignon Treixadura,1441.0,2.0,42.0,42.0,19.0,12.87,,4.08,Ribeiro,20250717_122456,2025-07-17 12:24:56,Blanco,https://www.vivino.com/marqués-de-riscal-sauvignon-treixadura/w/137463?year=2019
vinos_blancos_generados_20250717_122456.csv,2022.0,Triay,Parellada_Monterrei,Good Value,,Disponible,"Triay Parellada 2022 Monterrei, España Elegante 4.1",Triay Parellada,537.0,2.0,43.0,43.0,20.0,9.38,,4.1,Monterrei,20250717_122456,2025-07-17 12:24:56,Blanco,https://www.vivino.com/triay-parellada/w/424390?year=2022
vinos_blancos_generados_20250717_122456.csv,2023.0,Verdejo José Pariente,Godello_Terra Alta,Exceptional,,Disponible,"Verdejo José Pariente Godello 2023 Terra Alta, España Delicado 4.76",Verdejo José Pariente Godello,1541.0,2.0,44.0,44.0,21.0,26.56,,4.76,Terra Alta,20250717_122456,2025-07-17 12:24:56,Blanco,https://www.vivino.com/verdejo-josé-pariente-godello/w/584307?year=2023
vinos_blancos_generados_20250717_122456.csv,2019.0,La Val,Macabeo_Alicante,Exceptional,,Disponible,"La Val Macabeo 2019 Alicante, España Floral 4.67",La Val Macabeo,662.0,2.0,45.0,45.0,22.0,10.25,,4.67,Alicante,20250717_122456,2025-07-17 12:24:56,Blanco,https://www.vivino.com/la-val-macabeo/w/521539?year=2019
vinos_blancos_generados_20250717_122456.csv,2022.0,Codorníu,Tempranillo Blanco_Campo de Borja,Exceptional,,Disponible,"Codorníu Tempranillo Blanco 2022 Campo de Borja, España Expresivo 4.63",Codorníu Tempranillo Blanco,895.0,2.0,46.0,46.0,23.0,22.93,,4.63,Campo de Borja,20250717_122456,2025-07-17 12:24:56,Blanco,https://www.vivino.com/codorníu-tempranillo blanco/w/754509?year=2022
vinos_blancos_generados_20250717_122456.csv,2019.0,Pazo San Mauro,Moscatel_Valencia,Great Value,,Disponible,"Pazo San Mauro Moscatel 2019 Valencia, España Floral 4.31",Pazo San Mauro Moscatel,1755.0,2.0,47.0,47.0,24.0,15.92,,4.31,Valencia,20250717_122456,2025-07-17 12:24:56,Blanco,https://www.vivino.com/pazo-san-mauro-moscatel/w/227106?year=2019
vinos_blancos_generados_20250717_122456.csv,2023.0,Marqués de Murrieta Blanco,Albariño_Valencia,Great Value,,Disponible,"Marqués de Murrieta Blanco Albariño 2023 Valencia, España Intenso 4.48",Marqués de Murrieta Blanco Albariño,1496.0,3.0,48.0,48.0,1.0,22.77,,4.48,Valencia,20250717_122456,2025-07-17 12:24:56,Blanco,https://www.vivino.com/marqués-de-murrieta-blanco-albariño/w/120779?year=2023
vinos_blancos_generados_20250717_122456.csv,2018.0,Burgáns,Godello_Campo de Borja,Exceptional,,Disponible,"Burgáns Godello 2018 Campo de Borja, España Delicado 4.63",Burgáns Godello,1357.0,3.0,49.0,49.0,2.0,12.29,,4.63,Campo de Borja,20250717_122456,2025-07-17 12:24:56,Blanco,https://www.vivino.com/burgáns-godello/w/975113?year=2018
vinos_blancos_generados_20250717_122456.csv,2022.0,Lagar de Cervera,Parellada_Rueda,Exceptional,,Disponible,"Lagar de Cervera Parellada 2022 Rueda, España Delicado 4.79",Lagar de Cervera Parellada,1095.0,3.0,50.0,50.0,3.0,14.16,,4.79,Rueda,20250717_122456,2025-07-17 12:24:56,Blanco,https://www.vivino.com/lagar-de-cervera-parellada/w/938203?year=2022
vinos_blancos_generados_20250717_122456.csv,2018.0,Raventós i Blanc,Viura_Ribeiro,Good Value,,Disponible,"Raventós i Blanc Viura 2018 Ribeiro, España Floral 4.07",Raventós i Blanc Viura,663.0,3.0,51.0,51.0,4.0,11.42,,4.07,Ribeiro,20250717_122456,2025-07-17 12:24:56,Blanco,https://www.vivino.com/raventós-i-blanc-viura/w/596890?year=2018
vinos_blancos_generados_20250717_122456.csv,2019.0,Marqués de Murrieta Blanco,Sauvignon Blanc_Calatayud,Average,,Disponible,"Marqués de Murrieta Blanco Sauvignon Blanc 2019 Calatayud, España Complejo 3.9",Marqués de Murrieta Blanco Sauvignon Blanc,1256.0,3.0,52.0,52.0,5.0,26.25,,3.9,Calatayud,20250717_122456,2025-07-17 12:24:56,Blanco,https://www.vivino.com/marqués-de-murrieta-blanco-sauvignon blanc/w/158118?year=2019
vinos_blancos_generados_20250717_122456.csv,2023.0,Condes de Albarei,Verdejo_Rueda,Great Value,,Disponible,"Condes de Albarei Verdejo 2023 Rueda, España Joven 4.43",Condes de Albarei Verdejo,1136.0,3.0,53.0,53.0,6.0,22.79,,4.43,Rueda,20250717_122456,2025-07-17 12:24:56,Blanco,https://www.vivino.com/condes-de-albarei-verdejo/w/256318?year=2023
vinos_blancos_generados_20250717_122456.csv,2020.0,Castro Martín,Sauvignon Blanc_Empordà,Exceptional,,Disponible,"Castro Martín Sauvignon Blanc 2020 Empordà, España Complejo 4.59",Castro Martín Sauvignon Blanc,446.0,3.0,54.0,54.0,7.0,27.0,,4.59,Empordà,20250717_122456,2025-07-17 12:24:56,Blanco,https://www.vivino.com/castro-martín-sauvignon blanc/w/225055?year=2020
vinos_blancos_generados_20250717_122456.csv,2021.0,Casa Sicilia,Godello_Valencia,Great Value,,Disponible,"Casa Sicilia Godello 2021 Valencia, España Cítrico 4.44",Casa Sicilia Godello,1755.0,3.0,55.0,55.0,8.0,9.33,,4.44,Valencia,20250717_122456,2025-07-17 12:24:56,Blanco,https://www.vivino.com/casa-sicilia-godello/w/129472?year=2021
vinos_blancos_generados_20250717_122456.csv,2018.0,Mustiguillo,Macabeo_Cava,Great Value,,Disponible,"Mustiguillo Macabeo 2018 Cava, España Floral 4.33",Mustiguillo Macabeo,1266.0,3.0,56.0,56.0,9.0,10.48,,4.33,Cava,20250717_122456,2025-07-17 12:24:56,Blanco,https://www.vivino.com/mustiguillo-macabeo/w/488382?year=2018
vinos_blancos_generados_20250717_122456.csv,2021.0,Shaya,Gewürztraminer_Empordà,Good Value,,Disponible,"Shaya Gewürztraminer 2021 Empordà, España Cítrico 4.05",Shaya Gewürztraminer,1790.0,3.0,57.0,57.0,10.0,29.66,,4.05,Empordà,20250717_122456,2025-07-17 12:24:56,Blanco,https://www.vivino.com/shaya-gewürztraminer/w/788251?year=2021
vinos_blancos_generados_20250717_122456.csv,2022.0,Marqués de Riscal Sauvignon,Albariño_Valencia,Exceptional,,Disponible,"Marqués de Riscal Sauvignon Albariño 2022 Valencia, España Joven 4.72",Marqués de Riscal Sauvignon Albariño,230.0,3.0,58.0,58.0,11.0,19.31,,4.72,Valencia,20250717_122456,2025-07-17 12:24:56,Blanco,https://www.vivino.com/marqués-de-riscal-sauvignon-albariño/w/829718?year=2022
vinos_blancos_generados_20250717_122456.csv,2022.0,As Sortes,Albariño_Navarra,Exceptional,,Disponible,"As Sortes Albariño 2022 Navarra, España Cítrico 4.58",As Sortes Albariño,1605.0,3.0,59.0,59.0,12.0,14.93,,4.58,Navarra,20250717_122456,2025-07-17 12:24:56,Blanco,https://www.vivino.com/as-sortes-albariño/w/487023?year=2022
vinos_blancos_generados_20250717_122456.csv,2019.0,Condes de Albarei,Godello_Rías Baixas,Great Value,,Disponible,"Condes de Albarei Godello 2019 Rías Baixas, España Elegante 4.2",Condes de Albarei Godello,144.0,3.0,60.0,60.0,13.0,37.66,,4.2,Rías Baixas,20250717_122456,2025-07-17 12:24:56,Blanco,https://www.vivino.com/condes-de-albarei-godello/w/729270?year=2019
vinos_blancos_generados_20250717_122456.csv,2018.0,Valdesil,Moscatel_Valdeorras,Great Value,,Disponible,"Valdesil Moscatel 2018 Valdeorras, España Equilibrado 4.27",Valdesil Moscatel,1311.0,3.0,61.0,61.0,14.0,17.23,,4.27,Valdeorras,20250717_122456,2025-07-17 12:24:56,Blanco,https://www.vivino.com/valdesil-moscatel/w/513226?year=2018
vinos_blancos_generados_20250717_122456.csv,2019.0,Crego e Monaguillo,Tempranillo Blanco_Ribeiro,Good Value,,Disponible,"Crego e Monaguillo Tempranillo Blanco 2019 Ribeiro, España Complejo 4.13",Crego e Monaguillo Tempranillo Blanco,350.0,3.0,62.0,62.0,15.0,27.24,,4.13,Ribeiro,20250717_122456,2025-07-17 12:24:56,Blanco,https://www.vivino.com/crego-e-monaguillo-tempranillo blanco/w/616509?year=2019
